INDEX,도메인,카테고리,상품명,상품평,데이터구분
2077,가전,주방가전,OO 식품건조기 H**,"그동안 OOO건조기 구매해서 넘나 잘 사용하고 있었고 지인에게 추천도 아끼지 않았습니다.
이번엔 적립금을 보태서 한대 더 주문하게 되었구요,
갠적으로 일반 트레이 보다 더 잘 써지네요.~~
그물망을 따로 구매해야 하는 번거로움 있어 별점 4개를~~~글구 트레이 위에 마무리가 거칠어 피부가 손상될 위험 있기에 개선해 주시길 바라는 마음으로 별점 3개를 드리게 되었습니다.
감사합니다.",쇼핑몰
2078,가전,주방가전,OO  스**후라이팬 28cm F**,"지금껏 코팅팬만 쓰다가 
스테인리스팬으로 바꿔보기로 결정하고
여러 팬들 비교해보다가 브랜드명과 제조사가  제일 마음에 들어 구매했어요~
깨끗하게 하자 없는 제품이어서 기쁘네요
사용법 잘 익혀 앞으로 쭉 쓸 수 있으면 좋겠네요^^",쇼핑몰
2079,가전,주방가전,(1등급)○○ 딤** 스탠드형 4룸 467L (L**),"전체적으로 구성은 만족하지만 상단의 외장 재질과 중하단 외장 재질이 달라 당황스럽네요.  상단은 고급스러운 무광인데 중하단은 그냥 평범한 메탈 소재에 얇은 비닐막 같은 것이 코팅되어 있어 퀄리티 차이가 너무  커요.
이거 혹시 홈쇼핑 전용 모델이라 이렇게 한 건지 안좋은 쪽으로 의심도 들고요 ㅜㅜ   이런 것 민감하신 분은 패스하시는 게 좋을 듯 합니다.",쇼핑몰
2080,가전,주방가전,(TV_직)○○ 딤** 뚜껑형 221L (L**),"기존에 쓰던것이 있어도 하나 더 구입했는데 기존건 10년이상 사용한건데도 기존것보다 뚜껑이 밀폐력이 엄청나게 떨어집니다 
두곳에 일단만 음식을 저장했는데도 그렇습니다 
그리고 30만원적립금준다더만 것도 12월말까지 기한 한정이고 쓰려고 보니 반값만 적립금에서 나가고 나머진 제돈으로 결제해야하고 물건들 가격도 은근 비싸고요 
어차피 산거라 쓰긴 합니다만 실망입니다 
적립금 다쓰면 사는동안 OO쇼핑서는 물건 절대 안삽니다",쇼핑몰
2081,가전,주방가전,(세트) 정품 ○○딤** 김치냉장고 김치용기 김치통 W** / 6.3L,"355리터 모델명은 사진에 첨부했는데요. ○○○김치냉장고. 355리터 하부서랍에 다 맞는다고해서 산건데ㅜ.ㅜ 
기존용기보다 키가 작고 폭은 넓고 그러네요. 들어가긴하는데 애매하게 위가 남아서 거기맞는 납작한 김치통을 사야겠어요. 기존것과 똑같은 사이즈를 어디서도 구할수가없네요. ㅠ.ㅠ",쇼핑몰
2082,가전,주방가전,(세트) 정품 ○○딤** 김치냉장고 김치용기 김치통 W** / 6.3L,경제적인 가격 두번째 주문. 사용하기 좋은 사이즈.,쇼핑몰
2083,가전,주방가전,[875L]○○ 비** 4도어 냉장고 R**(코타),"혼자생활 할때 쓰던 237L를 4인가구가 되도록 넘치게사용하다보니  넣을곳이 없으니 날마다 장보기를 했습니다. 먹을만큼 그때그때 소모하는것도 좋긴하나  참 힘들더라구요. 이제 좀 사이즈가 커서 편하게 마트한번으로 일주일정도는 거뜬히 갈 수 있어좋고 아이가 좋아하는 아이스크림 왕창 넣어둘수 있어 넘 좋으네요. 
",쇼핑몰
2084,가전,주방가전,[공식인증점]21년형 ○○ 냉동고 155L E** 메탈 실버,"냉동 식품이 많다보니 항상 냉동실이 터져나갈것 같았는데,
○○○ 냉동고를 구입했더니 너무 좋아요.
첨에 컬때 좀 시끄러운점도 있으나
어차피 부엌에 있어서 전 상관없어요.
소리에 예민하신분들은 고려해야 할 듯 싶어요.
전 품질 만족도 최고에요.",쇼핑몰
2085,가전,주방가전,○○디** 매** 양문형냉장고 821L 메탈퓨어(S**),"냉동보다는 냉장이 더 커요!!~안에 넓고 좋아요 대식구라 걱정했는데 꽉꽉  다 들어갑니다!!~앱 연결해서 내가 온도 조절도 할 수있고
냉장실에 야채 등록해놓으면 알아서 알려주니까 상하는것도 없고 한눈에 볼 수 있고 좋아요!!~냉장고 구입 잘 했다는 생각 들어요!!~
메탈 했는데 이뻐요!!~
",쇼핑몰
2086,가전,주방가전,OO 3도어 푸드쇼케이스 냉장고 846L(R**)_메탈화이트,"디자인 너무 없어보이네요 배송도 3주 걸려서 설치 받았구요 설치하시는 날 제가 있었으면 반품하고 싶을 만큼요 화면 보는 거하고 달라요 디자인이 같은 상품이 맞나 싶고 ㅠ 할인 받아 싸게 산게 아니고 싼제품 제값주고 산느낌요
앞문이라도 디자인 이쁜걸로 교체 가능한지 궁금하네요",쇼핑몰
2087,가전,주방가전,○○ H** 냉장고 811L(5도어),"갑자기 냉장고가 고장나서 구입을 했는데 배송도 빨랐고 ^^ 
4개 도어가 있어 각각 기능별로 쓸 수 있어서 너무 좋아요
공간도 넉넉했습니다.",쇼핑몰
2088,가전,주방가전,○○ 스탠드형 3룸(330L) 18년형(초특가)_8월버전,"상품의 품질은 만족합니다.  
모델이 18년형이라 조금 오래 된 거 같아 신경이 쓰이네요~
그런데 김치 냉장고를 주방으로 옮기는 과정에서 거실 반닥에 흠집이 엄청납니다.  파이는것 뿐만 아니라 완전히 찟어진 곳도 있네요. 올 봄 공사한 집인데 너무 속상하네요. 너무 화가 나는데 이런 상황은 어디로 연락해야 하나요. 서로 책임 없다 하지는 않겠죠.",쇼핑몰
2089,가전,주방가전,OO  딤**스탠드형 4룸 467L (L**),제품은 말할 것도 없이 좋습니다. 냉장고 대신해서 쓰고있는데 반찬을 많이 넣어놔도 냄새가 안나서 좋아요. 칸들마다 반찬통들이 가득해서 수납 걱정이 없을 것 같습니다^^ 설치 기사님들 너무 친절하시고 전문적이세요. 집 바닥이랑 냉장고랑 수평이 잘 안맞는지 수평까지 완벽하게 맞춰주시고 가셨습니다. 감사해요~~,쇼핑몰
2090,가전,주방가전,○○ 스탠드형 4룸 467L (L**)_역시즌,"솔직히  김치 냉장고를 살때  어떤제품을 살까 고민을 했지만 지인들 말이 다들 ○○○를 추천을 했고 그리고 이왕이면 스텐드를 권하드라구요.그래서 타이밍 좋게 홈쇼핑에서  구매하게 되었네요. 품질이 너무 좋아요. ㅎㅎㅎ 
수납공간이 넓어서 분리해서 사용하기 너무 좋습니다~
그리고 설치 기사님의 상세한 설명도 좋았고 친절해서 더욱 더 좋았습니다.",쇼핑몰
2091,가전,주방가전,OO  딤** 스탠드형 4룸 467L (L**)_사은품 OO 레트로 냉장고,"싼 가격도 아니고 정가 제대로 주고 샀는데
상담원과 해피콜을 한적도 없는데 갑자기 문자로 띡하고 해피콜 완료라고 하더니만 설치배송예정일이 일주일뒤라고 하더니 저녁에 기사님이 전화와서는 내일 설치간다고해서 급설치했어요. 
또한 저희 가족이 쓰기엔 용량이 너무 작네요",쇼핑몰
2092,가전,주방가전,OO  딤** 스탠드형 4룸 467L (L**)_사은품 OO 레트로 냉장고,"상품 자체는 품질이 좋고 배송해주신 
사은품으로 냉장고를 받긴 했는데 냉동기능이 기대이하네요~
○○○ 기사님도 좋았는데 최악였던 ○○쇼핑
해피콜도 안했으면서 자기 마음대로 배송일을 정해 해피콜 완료라는 문자를 보내와서 너무 당황

그레서 서비스센터에 전화를 몇번걸어도 전화번호를 남겨도 사이트에 부탁말을 올려봐도 아무 전화도 이메일도 없고....
이렇게 불진절한 홈쇼핑 처음이네요.

이번에 적립금 받고 쓰면 이후 절대 ○○쇼핑에서 쇼핑 안하겠습니다.

잘 드시고 잘 사세요.",쇼핑몰
2093,가전,주방가전,○○ 스탠드형 4룸(457L) 18년형(초특가),물건 품질이 좋습니다 그전에 ○○○양문형냉장고였는데 그제품이 10년전것이라 그렇겠지만 요놈이 훨씬 낫네요 용량에 비해 서랍형이 존재해서 그런지 그전 냉장고 676L보다 더많이 들어간다는 생각이 듭니다..냉동고도 같이 묶음으로 판매했어면 더좋았겠다 싶네요. 냉동고는 따로구입했습니다,쇼핑몰
2094,가전,주방가전,○○ 스탠드형 4룸(467L) 19년형,"사자마자 고장나서  부른기사님이완전  기사님 오셔서 5~6년된증상이라고  어이없어하시구요  빨리바꿔주신다고 하시는데거기서는 제대로 검사같은거는 안하고 보내시나봐요  김치종류별로 사두고 게장까지사뒀더니  다음주주말에나 바꿔주신다고 하시던데
나몰라라하면서 기사님보낸다하시고 보상도없이 일 거지같이 처리하시네요 OO쇼핑  진짜 김치값 게장값 아까워서 개열받네요진짜",쇼핑몰
2095,가전,주방가전,인증 ○○ 스탠드형 김치냉장고 E** 551L 20년형,디자인 깔끔하고 넓고 좋아요 빠른배송도 마음에들어요,쇼핑몰
2096,가전,주방가전,OO  냉동고 100리터 C**,"내구성이 떨어지는지 여기저기 파손된 상품 도착.
기능이라도 충실해야 하는데 냉동고가 빵빵하게 잘 얼지 않아요
박스는 멀쩡한걸 보니 출고시부터 폐기되었어야 할 제품이 왔습니다.  내부 포장상태, 스치로폼도 파손, 제품 보호 랩도 조잡, 보호용 스티로폼도 조잡. 아무래도 폐기제품이  출하된듯...",쇼핑몰
2097,가전,주방가전,OO  냉동고 200리터 C**(블랙에디션),냉동실 넓어지니 정말좋아요 혹시나했는데 큰소음없구 만족합니다.,쇼핑몰
2098,가전,주방가전,OO  클**슬림형 냉장고 C**,"기대했던 것 만큼 정말 만족하면 사용하고 있습니다. 보조 냉장고로 사용중이며, 딱 알차게 구성이 되어 있습니다.
냉동칸은 두칸으로 구분하여 사용할 수 있고,
냉장칸은 야채칸도 있고, 문쪽도 큰 패트병이 들어갈 정도로 넉넉해요.
냉동실에 조명이 없고, 성에가 끼는 것 말고는 성능에는 만족하고 있습니다.",쇼핑몰
2099,가전,주방가전,OO  프** 와인셀러(소형) C**,집들이 선물로 친한 언니한테 선물준 와인셀러에요!  찾아보니 브랜드도 유명하고 가성비도 좋아서   많은 분들이 애용하는 와인셀러더라고요! 10구 12구도 있었는데 와인을 많이 먹지는 않아서 6구로 선물했어요! 고급지고 이쁘다고 당사자도 많이 좋아하네용,쇼핑몰
2100,가전,주방가전,OO  프** 와인셀러(소형) C**,"와인을 좋아하기 시작한 신랑 생일선물로 고민하다 와인셀러를 보기시작했는데
부담되지않는 가격대^^ 부담되지않는 크기^^
후기도 꼼꼼히 읽어보니 나쁘지않더라구요.
선물 받은 신랑도 너무 좋아해서 선물로도 탁월했어요ㅎ
편의점에서 종종 와인을 사오는데,  적정한 온도로 보관할수있는 와인셀로도 있으니 좋은와인도 사와야겠어요^^",쇼핑몰
2101,가전,주방가전,(특_온라인) ○○ 옵티믹스 초고속블렌더 B**,믹서기는 여러제품을 사용해보면서 ○○○ 제품이 좋다고 해서 구매했는데 정말 파워가 강력하고 너무 좋네요. 믹서기는 힘이 있어야하는데  깔끔하고 유리로 되어 있어 사용하는데 완전 굿입니다. 유리로 된믹서기라서 안전하게 잘 사용할수있을 것 같아요.  아이들 주스랑 슬러쉬 만들어주려고 샀는데 잘 산것같아요.  아주 강력하게 잘 갈아집니다.,쇼핑몰
2102,가전,주방가전,(특_온라인) ○○ 옵티믹스 초고속블렌더 B**,배송 완전 빠르고 받는 순간 이쁨에 반했어요.받자마자 세척하고 바나나랑 직접 농사지은 아로니아에 우유 넣고 약하게 갈았는데도 아로니아가 씹히지 않고 곱게 갈아져서 너무 만족스러워요 얼음까지 갈아 주는 OO 블렌더라 눈꽃빙수 해먹어 볼려구요 너무 기대 됩니다~,쇼핑몰
2103,가전,주방가전,(특_온라인) ○○ 옵티믹스 초고속블렌더 B**,"유리로 된 제품 찾다가 발견했는데 디자인도 예뻐서 샀어요 배송도 빠르고 제가 개인적으로 궁금하게 있어 문의드렸는데 답변도 명쾌했어요

오자 마자 자동세척 이용해서 세척하고 스무디 기능으로 견과류랑 우유 넣어서 만들어 먹었는데 힘 좋네요

칼날이 분리되어서 저는 그거 세척이 깔끔하게 되는게 제일 속시원해요",쇼핑몰
2104,가전,주방가전,(TV) 2019년형 클** 티포트 시그니처 플러스 2L C**_1+1구성,"상품은 역시 품질이 마음에 듭니다.
다만.. 블랙색상이 하자가 있어서 일단 교환신청 글 남기긴햇는데 어찌될지.. 답이 오길 기다리는 중입니다.
사용전이기도 하고 선물할 용도이다 보니.. 기대가 무척 컷는데..
상품 받자마자 색상의 하자로 조금의 실망감에...아쉬움이 남네요..
일단 빠른 시일게 교환이 되면 선물후 사용감 후기 남길게요~",쇼핑몰
2105,가전,주방가전,(TV) 노** 에**프라이어 5.2L 2019년형 ,디쟈인 마음에 들고 사이즈 맘에들어요 ~ 근데 새거라그런지 닫을때 잘안들가 신경써서 닫아야될듯하네요 ~ 실버색이라 티는좀 안나지만 기스난곳도 잇구요 ~ 일단 오늘저녁 조기부터 구워봐야겟어요 ~^^참! 생각보다 소리가좀 큰듯해요 ~믿고 일단써볼랍니다,쇼핑몰
2106,가전,주방가전,(TV) 노** 에**프라이어 5.2L 2019년형 ,"소음도작아서 좋구 맘에 들어요
품질도 괜찮구요
코팅만 안벗겨젔으면 좋겠어요",쇼핑몰
2107,가전,주방가전,(TV) OO  텀블러 블렌더,"요거요거 너므너므 괜찮은 상품이예요^^
칼날이 하나라서 조금 아쉬운게 있지만 그래도 너무 맘에 들어요.
요걸로 맛난거 마니 갈아먹고있어요~~~~ㅎㅎㅎ
색상도 올리브그리린으로 했는디..촌스럽지않고 너무 이쁘답니다.
여러가지 그릇덕분에 편하게 잘 사용중이어용~~~ㅎㅎㅎ
대박상품~~~~~ㅎㅎㅎ
하나 사서 언니에게 선물하고프네용~~~~~~~
쵝오!!!!!!입니당",쇼핑몰
2108,가전,주방가전,(TV) OO  더 담백한 에어프라이어 팬용량 5.5L (바스켓5L),디자인 예쁘고 색상 너무예쁘고 요리하기 편리해서 좋아요,쇼핑몰
2109,가전,주방가전,(TV) OO  더 담백한 에어프라이어 팬용량 5.5L (바스켓5L),"요즘 대세죠! 보기는 보면서도 그닥 필요할까? 하고 보기만했습니다
그러다 타쇼핑에서 하나 구매를 했는데 받아보니 사용한 제품이와서 반품하고 이 브랜드 믿고 구입했습니다 이곳저곳 살펴보고 상품평도 읽어보고있다 OO쇼핑에서 이 상품을 보았어요  
바스켓 용량이 커서 왠만한 음식은 다 할 수 있어서 좋네요
고객만족도 1위라는 말에 믿고 구매했는데 역시나네요
사용해보고 또 상품평 올리겠습니다",쇼핑몰
